
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  1   CH 16   Text type 3: "Tremelo Strings Pan Right"
BA    1   CR         0   TR 14   CH 14   ST &BD &65 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &64 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &06 &0C
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &57
BA    1   CR         0   TR 14   CH 14   Channel volume 111
BA    1   CR         0   TR 14   CH 14   ST &ED &00 &40
BA    1   CR         0   TR 14   CH 14   Instrument 84
BA    1   CR         0   TR 14   CH 14   ST &BD &01 &7F
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &57
BA    1   CR         0   TR 14   CH 14   ST &BD &01 &7F
BA    1   CR         0   TR 14   CH 14   Channel volume 111
BA    1   CR         0   TR 14   CH 14   ST &BD &65 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &64 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &06 &0C
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &57
BA    1   CR         0   TR 14   CH 14   Channel volume 111
BA    1   CR         0   TR 14   CH 14   ST &ED &00 &40
BA    1   CR         0   TR 14   CH 14   Instrument 84
BA    1   CR         0   TR 14   CH 14   ST &BD &01 &7F
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &57
BA    1   CR         0   TR 14   CH 14   ST &BD &01 &7F
BA    1   CR         0   TR 14   CH 14   Channel volume 111
BA    1   CR         0   TR 15   CH 16   Text type 3: "Charang (echo)"
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &6D
BA    1   CR         0   TR 15   CH 15   Channel volume 68
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 15   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &6D
BA    1   CR         0   TR 15   CH 15   Channel volume 68
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 15   CH 15   Instrument 85
BA    1   CR         0   TR 15   CH 15   ST &BE &01 &7F
BA    1   CR         0   TR 15   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &6D
BA    1   CR         0   TR 15   CH 15   Channel volume 68
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 15   CH 15   Instrument 85
BA    1   CR         0   TR 15   CH 15   ST &BE &01 &7F
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &6D
BA    1   CR         0   TR 15   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &6D
BA    1   CR         0   TR 15   CH 15   Channel volume 68
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 15   CH 15   Instrument 85
BA    1   CR         0   TR 15   CH 15   ST &BE &01 &7F
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &6D
BA    1   CR         0   TR 16   CH 16   Text type 3: "Organ"
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 105
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 16   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 105
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 16   CH 16   Instrument 17
BA    1   CR         0   TR 16   CH 16   ST &BF &01 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 105
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 16   CH 16   Instrument 17
BA    1   CR         0   TR 16   CH 16   ST &BF &01 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &01 &00
BA    1   CR         0   TR 16   CH 16   Channel volume 105
BA    1   CR         0   TR 16   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 105
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 16   CH 16   Instrument 17
BA    1   CR         0   TR 16   CH 16   ST &BF &01 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &01 &00
BA    1   CR         0   TR 16   CH 16   Channel volume 105
BA    1   CR      1/24   TR  1   CH  1   Channel volume 28
BA    1   CR      5/96   TR  2   CH  2   Channel volume 36
BA    1   CR      1/16   TR  3   CH  3   Channel volume 46
BA    1   CR      1/12   TR  1   CH  1   Channel volume 29
BA    1   CR      3/32   TR  2   CH  2   Channel volume 37
BA    1   CR     11/96   TR  3   CH  3   Channel volume 47
BA    1   CR       1/8   TR  1   CH  1   Channel volume 30
BA    1   CR       1/8   TR 10   CH 10   Channel volume 96
BA    1   CR       1/8   TR 15   CH 15   Channel volume 68
BA    1   CR      7/48   TR  2   CH  2   Channel volume 38
BA    1   CR      5/32   TR  1   CH  1   Channel volume 31
BA    1   CR       1/6   TR  3   CH  3   Channel volume 48
BA    1   CR      3/16   TR  2   CH  2   Channel volume 39
BA    1   CR     19/96   TR  1   CH  1   Channel volume 32
BA    1   CR      7/32   TR  3   CH  3   Channel volume 49
BA    1   CR     23/96   TR  1   CH  1   Channel volume 33
BA    1   CR     23/96   TR  2   CH  2   Channel volume 40
BA    1   CR       1/4   TR  3   CH  3   ST &B2 &01 &7F
BA    1   CR       1/4   TR 16   CH 16   ST &BF &0A &40
BA    1   CR     13/48   TR  1   CH  1   Channel volume 34
BA    1   CR     13/48   TR  3   CH  3   Channel volume 50
BA    1   CR      9/32   TR  2   CH  2   Channel volume 41
BA    1   CR      5/16   TR  1   CH  1   Channel volume 35
BA    1   CR     31/96   TR  2   CH  2   Channel volume 42
BA    1   CR     31/96   TR  3   CH  3   Channel volume 51
BA    1   CR     17/48   TR  1   CH  1   Channel volume 36
BA    1   CR       3/8   TR  2   CH  2   Channel volume 43
BA    1   CR       3/8   TR  3   CH  3   Channel volume 52
BA    1   CR     19/48   TR  1   CH  1   Channel volume 37
BA    1   CR      5/12   TR  2   CH  2   Channel volume 44
BA    1   CR     41/96   TR  1   CH  1   Channel volume 38
BA    1   CR     41/96   TR  3   CH  3   Channel volume 53
BA    1   CR     15/32   TR  1   CH  1   Channel volume 39
BA    1   CR     15/32   TR  2   CH  2   Channel volume 45
BA    1   CR     47/96   TR  3   CH  3   Channel volume 54
BA    1   CR     49/96   TR  1   CH  1   Channel volume 40
BA    1   CR     49/96   TR  2   CH  2   Channel volume 46
BA    1   CR     13/24   TR  1   CH  1   Channel volume 41
BA    1   CR     13/24   TR  3   CH  3   Channel volume 55
BA    1   CR      9/16   TR  2   CH  2   Channel volume 47
BA    1   CR      7/12   TR  1   CH  1   Channel volume 42
BA    1   CR     19/32   TR  3   CH  3   Channel volume 56
BA    1   CR     29/48   TR  2   CH  2   Channel volume 48
BA    1   CR       5/8   TR  1   CH  1   Channel volume 43
BA    1   CR     31/48   TR  2   CH  2   Channel volume 49
BA    1   CR     31/48   TR  3   CH  3   Channel volume 57
BA    1   CR     21/32   TR  1   CH  1   Channel volume 44
BA    1   CR     67/96   TR  1   CH  1   Channel volume 45
BA    1   CR     67/96   TR  2   CH  2   Channel volume 50
BA    1   CR     67/96   TR  3   CH  3   Channel volume 58
BA    1   CR     71/96   TR  1   CH  1   Channel volume 46
BA    1   CR     71/96   TR  2   CH  2   Channel volume 51
BA    1   CR       3/4   TR  3   CH  3   ST &B2 &01 &00
BA    1   CR       3/4   TR  3   CH  3   Channel volume 59
BA    1   CR     25/32   TR  1   CH  1   Channel volume 47
BA    1   CR     19/24   TR  2   CH  2   Channel volume 52
BA    1   CR     77/96   TR  3   CH  3   Channel volume 60
BA    1   CR     13/16   TR  1   CH  1   Channel volume 48
BA    1   CR       5/6   TR  2   CH  2   Channel volume 53
BA    1   CR     41/48   TR  1   CH  1   Channel volume 49
BA    1   CR     41/48   TR  3   CH  3   Channel volume 61
BA    1   CR       7/8   TR  2   CH  2   Channel volume 54
BA    1   CR     43/48   TR  1   CH  1   Channel volume 50
BA    1   CR     29/32   TR  3   CH  3   Channel volume 62
BA    1   CR     89/96   TR  1   CH  1   Channel volume 51
BA    1   CR     89/96   TR  2   CH  2   Channel volume 55
BA    1   CR     31/32   TR  1   CH  1   Channel volume 52
BA    1   CR     31/32   TR  2   CH  2   Channel volume 56
BA    1   CR     31/32   TR  3   CH  3   Channel volume 63
BA    1   CR         1   TR  3   CH  3   ST &B2 &01 &7F
BA    1   CR    1+1/96   TR  1   CH  1   Channel volume 53
BA    1   CR    1+1/48   TR  2   CH  2   Channel volume 57
BA    1   CR    1+1/48   TR  3   CH  3   Channel volume 64
BA    1   CR    1+1/24   TR  1   CH  1   Channel volume 54
BA    1   CR    1+1/16   TR  2   CH  2   Channel volume 58
BA    1   CR    1+7/96   TR  3   CH  3   Channel volume 65
BA    1   CR    1+1/12   TR  1   CH  1   Channel volume 55
BA    1   CR   1+11/96   TR  2   CH  2   Channel volume 59
BA    1   CR     1+1/8   TR  1   CH  1   Channel volume 56
BA    1   CR     1+1/8   TR  3   CH  3   Channel volume 66
BA    1   CR    1+5/32   TR  2   CH  2   Channel volume 60
BA    1   CR     1+1/6   TR  1   CH  1   Channel volume 57
BA    1   CR   1+17/96   TR  3   CH  3   Channel volume 67
BA    1   CR   1+19/96   TR  1   CH  1   Channel volume 58
BA    1   CR   1+19/96   TR  2   CH  2   Channel volume 61
BA    1   CR   1+11/48   TR  3   CH  3   Channel volume 68
BA    1   CR   1+23/96   TR  1   CH  1   Channel volume 59
BA    1   CR     1+1/4   TR  2   CH  2   Channel volume 62
BA    1   CR     1+1/4   TR  3   CH  3   ST &B2 &01 &00
BA    1   CR    1+9/32   TR  1   CH  1   Channel volume 60
BA    1   CR    1+9/32   TR  3   CH  3   Channel volume 69
BA    1   CR    1+7/24   TR  2   CH  2   Channel volume 63
BA    1   CR    1+5/16   TR  1   CH  1   Channel volume 61
BA    1   CR     1+1/3   TR  3   CH  3   Channel volume 70
BA    1   CR   1+11/32   TR  2   CH  2   Channel volume 64
BA    1   CR   1+17/48   TR  1   CH  1   Channel volume 62
BA    1   CR   1+37/96   TR  2   CH  2   Channel volume 65
BA    1   CR   1+19/48   TR  1   CH  1   Channel volume 63
BA    1   CR   1+19/48   TR  3   CH  3   Channel volume 71
BA    1   CR   1+41/96   TR  1   CH  1   Channel volume 64
BA    1   CR    1+7/16   TR  2   CH  2   Channel volume 66
BA    1   CR   1+43/96   TR  3   CH  3   Channel volume 72
BA    1   CR   1+15/32   TR  1   CH  1   Channel volume 65
BA    1   CR   1+23/48   TR  2   CH  2   Channel volume 67
BA    1   CR     1+1/2   TR  3   CH  3   ST &B2 &01 &7F
BA    1   CR     1+1/2   TR  3   CH  3   Channel volume 73
BA    1   CR   1+49/96   TR  1   CH  1   Channel volume 66
BA    1   CR   1+25/48   TR  2   CH  2   Channel volume 68
BA    1   CR   1+53/96   TR  1   CH  1   Channel volume 67
BA    1   CR   1+53/96   TR  3   CH  3   Channel volume 74
BA    1   CR   1+55/96   TR  2   CH  2   Channel volume 69
BA    1   CR    1+7/12   TR  1   CH  1   Channel volume 68
BA    1   CR   1+29/48   TR  3   CH  3   Channel volume 75
BA    1   CR   1+59/96   TR  2   CH  2   Channel volume 70
BA    1   CR     1+5/8   TR  1   CH  1   Channel volume 69
BA    1   CR   1+21/32   TR  3   CH  3   Channel volume 76
BA    1   CR     1+2/3   TR  1   CH  1   Channel volume 70
BA    1   CR     1+2/3   TR  2   CH  2   Channel volume 71
BA    1   CR   1+67/96   TR  1   CH  1   Channel volume 71
BA    1   CR   1+17/24   TR  2   CH  2   Channel volume 72
BA    1   CR   1+17/24   TR  3   CH  3   Channel volume 77
BA    1   CR   1+71/96   TR  1   CH  1   Channel volume 72
BA    1   CR     1+3/4   TR  2   CH  2   Channel volume 73
BA    1   CR     1+3/4   TR  3   CH  3   ST &B2 &01 &00
BA    1   CR   1+73/96   TR  3   CH  3   Channel volume 78
BA    1   CR   1+25/32   TR  1   CH  1   Channel volume 73
BA    1   CR   1+77/96   TR  2   CH  2   Channel volume 74
BA    1   CR   1+13/16   TR  1   CH  1   Channel volume 74
BA    1   CR   1+13/16   TR  3   CH  3   Channel volume 79
BA    1   CR   1+27/32   TR  2   CH  2   Channel volume 75
BA    1   CR   1+41/48   TR  1   CH  1   Channel volume 75
BA    1   CR     1+7/8   TR  3   CH  3   Channel volume 80
BA    1   CR   1+43/48   TR  1   CH  1   Channel volume 76
BA    1   CR   1+43/48   TR  2   CH  2   Channel volume 76
BA    1   CR   1+89/96   TR  3   CH  3   Channel volume 81
BA    1   CR   1+15/16   TR  1   CH  1   Channel volume 77
BA    1   CR   1+15/16   TR  2   CH  2   Channel volume 77
BA    1   CR   1+31/32   TR  1   CH  1   Channel volume 78
BA    1   CR   1+47/48   TR  3   CH  3   Channel volume 82
BA    1   CR   1+95/96   TR  2   CH  2   Channel volume 78
BA    1   CR         2   TR  3   CH  3   ST &B2 &01 &7F
BA    1   CR         2   TR  4   CH  4   NT  D'          11/96   von=76   voff=76
BA    1   CR         2   TR  5   CH  5   NT  D'          11/96   von=60   voff=60
BA    1   CR    2+1/96   TR  1   CH  1   Channel volume 79
BA    1   CR    2+1/32   TR  2   CH  2   Channel volume 79
BA    1   CR    2+1/32   TR  3   CH  3   Channel volume 83
BA    1   CR    2+5/96   TR  1   CH  1   Channel volume 80
BA    1   CR    2+7/96   TR  2   CH  2   Channel volume 80
BA    1   CR    2+1/12   TR  1   CH  1   Channel volume 81
BA    1   CR    2+1/12   TR  3   CH  3   Channel volume 84
BA    1   CR     2+1/8   TR  1   CH  1   Channel volume 82
BA    1   CR     2+1/8   TR  2   CH  2   Channel volume 81
BA    1   CR     2+1/8   TR  4   CH  4   NT  F'          11/96   von=81   voff=81
BA    1   CR     2+1/8   TR  5   CH  5   NT  F'          11/96   von=61   voff=61
BA    1   CR   2+13/96   TR  3   CH  3   Channel volume 85
BA    1   CR     2+1/6   TR  1   CH  1   Channel volume 83
BA    1   CR     2+1/6   TR  2   CH  2   Channel volume 82
BA    1   CR    2+3/16   TR  3   CH  3   Channel volume 86
BA    1   CR    2+5/24   TR  1   CH  1   Channel volume 84
BA    1   CR    2+7/32   TR  2   CH  2   Channel volume 83
BA    1   CR   2+23/96   TR  1   CH  1   Channel volume 85
BA    1   CR   2+23/96   TR  3   CH  3   Channel volume 87
BA    1   CR     2+1/4   TR  3   CH  3   ST &B2 &01 &00
BA    1   CR     2+1/4   TR  4   CH  4   NT  G#'         11/96   von=86   voff=86
BA    1   CR     2+1/4   TR  5   CH  5   NT  G#'         11/96   von=64
BA    1   CR   2+25/96   TR  2   CH  2   Channel volume 84
BA    1   CR    2+9/32   TR  1   CH  1   Channel volume 86
BA    1   CR   2+29/96   TR  3   CH  3   Channel volume 88
BA    1   CR    2+5/16   TR  2   CH  2   Channel volume 85
BA    1   CR   2+31/96   TR  1   CH  1   Channel volume 87
BA    1   CR   2+17/48   TR  1   CH  1   Channel volume 88
BA    1   CR   2+17/48   TR  2   CH  2   Channel volume 86
BA    1   CR   2+17/48   TR  3   CH  3   Channel volume 89
BA    1   CR     2+3/8   TR  4   CH  4   NT  B'          11/96   von=91   voff=91
BA    1   CR     2+3/8   TR  5   CH  5   NT  B'          11/96   von=66   voff=66
BA    1   CR   2+19/48   TR  1   CH  1   Channel volume 89
BA    1   CR   2+19/48   TR  2   CH  2   Channel volume 87
BA    1   CR   2+13/32   TR  3   CH  3   Channel volume 90
BA    1   CR    2+7/16   TR  1   CH  1   Channel volume 90
BA    1   CR   2+43/96   TR  2   CH  2   Channel volume 88
BA    1   CR   2+11/24   TR  3   CH  3   Channel volume 91
BA    1   CR   2+15/32   TR  1   CH  1   Channel volume 91
BA    1   CR   2+47/96   TR  2   CH  2   Channel volume 89
BA    1   CR     2+1/2   TR  3   CH  3   ST &B2 &01 &7F
BA    1   CR     2+1/2   TR  4   CH  4   NT  D''         11/96   von=95   voff=95
BA    1   CR     2+1/2   TR  5   CH  5   NT  D''         11/96   von=69   voff=69
BA    1   CR   2+49/96   TR  1   CH  1   Channel volume 92
BA    1   CR   2+49/96   TR  3   CH  3   Channel volume 92
BA    1   CR   2+13/24   TR  2   CH  2   Channel volume 90
BA    1   CR   2+53/96   TR  1   CH  1   Channel volume 93
BA    1   CR    2+9/16   TR  3   CH  3   Channel volume 93
BA    1   CR    2+7/12   TR  2   CH  2   Channel volume 91
BA    1   CR   2+19/32   TR  1   CH  1   Channel volume 94
BA    1   CR   2+59/96   TR  3   CH  3   Channel volume 94
BA    1   CR     2+5/8   TR  1   CH  1   Channel volume 95
BA    1   CR     2+5/8   TR  2   CH  2   Channel volume 92
BA    1   CR     2+5/8   TR  4   CH  4   NT  F''         11/96   von=100   voff=100
BA    1   CR     2+5/8   TR  5   CH  5   NT  F''         11/96   von=71   voff=71
BA    1   CR     2+2/3   TR  1   CH  1   Channel volume 96
BA    1   CR     2+2/3   TR  3   CH  3   Channel volume 95
BA    1   CR   2+65/96   TR  2   CH  2   Channel volume 93
BA    1   CR   2+17/24   TR  1   CH  1   Channel volume 97
BA    1   CR   2+23/32   TR  2   CH  2   Channel volume 94
BA    1   CR   2+23/32   TR  3   CH  3   Channel volume 96
BA    1   CR   2+71/96   TR  1   CH  1   Channel volume 98
BA    1   CR     2+3/4   TR  3   CH  3   ST &B2 &01 &00
BA    1   CR     2+3/4   TR  4   CH  4   NT  G#''        11/96   von=105   voff=105
BA    1   CR     2+3/4   TR  5   CH  5   NT  G#''        11/96   von=74   voff=74
BA    1   CR   2+37/48   TR  2   CH  2   Channel volume 95
BA    1   CR   2+25/32   TR  1   CH  1   Channel volume 99
BA    1   CR   2+25/32   TR  3   CH  3   Channel volume 97
BA    1   CR   2+13/16   TR  2   CH  2   Channel volume 96
BA    1   CR   2+79/96   TR  1   CH  1   Channel volume 100
BA    1   CR     2+5/6   TR  3   CH  3   Channel volume 98
BA    1   CR   2+41/48   TR  1   CH  1   Channel volume 101
BA    1   CR   2+83/96   TR  2   CH  2   Channel volume 97
BA    1   CR     2+7/8   TR  4   CH  4   NT  B''         11/96   von=110   voff=110
BA    1   CR     2+7/8   TR  5   CH  5   NT  B''         11/96   von=76   voff=76
BA    1   CR   2+85/96   TR  3   CH  3   Channel volume 99
BA    1   CR   2+43/48   TR  1   CH  1   Channel volume 102
BA    1   CR   2+29/32   TR  2   CH  2   Channel volume 98
BA    1   CR   2+15/16   TR  1   CH  1   Channel volume 103
BA    1   CR   2+15/16   TR  3   CH  3   Channel volume 100
BA    1   CR   2+91/96   TR  2   CH  2   Channel volume 99
BA    1   CR   2+47/48   TR  1   CH  1   Channel volume 104
BA    1   CR   2+95/96   TR  3   CH  3   Channel volume 101
BA    1   CR         3   TR  2   CH  2   Channel volume 100
BA    1   CR         3   TR  3   CH  3   ST &B2 &01 &7F
BA    1   CR         3   TR 10   CH 10   NT  G-          23/96   von=127   voff=127
BA    1   CR         3   TR 10   CH 10   NT  F#--        23/96   voff=127
BA    1   CR         3   TR 10   CH 10   NT  Bb--        23/96   voff=127
BA    1   CR         3   TR 10   CH 10   NT  G#--        23/96   voff=127
BA    1   CR    3+1/96   TR  1   CH  1   Channel volume 105
BA    1   CR    3+1/24   TR  2   CH  2   Channel volume 101
BA    1   CR    3+1/24   TR  3   CH  3   Channel volume 102
BA    1   CR    3+5/96   TR  1   CH  1   Channel volume 106
BA    1   CR    3+3/32   TR  1   CH  1   Channel volume 107
BA    1   CR    3+3/32   TR  2   CH  2   Channel volume 102
BA    1   CR    3+3/32   TR  3   CH  3   Channel volume 103
BA    1   CR     3+1/8   TR  1   CH  1   Channel volume 108
BA    1   CR   3+13/96   TR  2   CH  2   Channel volume 103
BA    1   CR    3+7/48   TR  3   CH  3   Channel volume 104
BA    1   CR     3+1/6   TR  1   CH  1   Channel volume 109
BA    1   CR    3+3/16   TR  2   CH  2   Channel volume 104
